loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1865,5,Graduate,Yes,2575113.0,26072443,18,529.0,10011005.0,6986239,22480116,6187629,Rejected
1866,5,Not Graduate,No,555760.0,31779754,12,413.0,9281488.0,1811362,5788649,8210057,Rejected
1867,0,Graduate,Yes,8513760.0,27573663,6,815.0,25926318.0,282536,9917039,12745320,Approved
1868,0,Graduate,No,,37404385,14,483.0,12479384.0,17962907,19271778,14076219,Rejected
1869,0,Not Graduate,No,5096479.0,22158427,8,333.0,23046672.0,13365834,15955046,14790528,Rejected
1870,4,Not Graduate,No,3041423.0,12140771,10,595.0,11510935.0,541155,12480210,10735243,Rejected
1871,4,Not Graduate,Yes,9223926.0,16535436,14,752.0,23987095.0,19267941,14118894,7769517,Approved
1872,1,Graduate,No,9230281.0,4489036,14,804.0,2732792.0,14594432,5515275,4885246,Approved
1873,3,Not Graduate,No,4423334.0,14446670,20,705.0,28167756.0,389018,17889148,14768626,Approved
1874,5,Not Graduate,Yes,1292643.0,34937836,16,426.0,14462581.0,14590786,15994813,1280074,Rejected
1875,4,Graduate,No,2806113.0,15222527,2,441.0,19483052.0,1865416,16321324,5044456,Rejected
1876,3,Graduate,No,4790312.0,29949095,10,427.0,8420612.0,12609191,12651961,11188947,Rejected
1877,3,Not Graduate,No,687976.0,30537934,18,649.0,19184603.0,1209115,10128531,3930681,Approved
1878,3,Not Graduate,No,8607806.0,33148174,14,823.0,22500219.0,5035867,10526898,11030565,Approved
1879,1,Not Graduate,Yes,8493144.0,3745924,4,762.0,23021053.0,12886508,7672642,7256325,Approved
1880,3,Not Graduate,No,5095869.0,26294268,2,543.0,11451910.0,4431923,19796549,82131,Rejected
1881,4,Not Graduate,No,1331527.0,28884612,16,863.0,11875864.0,3629317,16998049,7015881,Approved
1882,5,Not Graduate,Yes,4107031.0,25278725,18,485.0,19238628.0,8940474,11154848,2963081,Rejected
1883,3,Graduate,No,6247187.0,37701052,20,532.0,18622722.0,18351988,15709788,586718,Rejected
1884,4,Graduate,No,8659119.0,25955678,10,813.0,15004168.0,462398,7757462,654617,Approved
1885,0,Graduate,No,8156317.0,28701412,12,300.0,6302878.0,13186568,4896313,553744,Rejected
1886,2,Not Graduate,No,2576189.0,15728903,4,538.0,16965385.0,5458249,8597699,1207860,Rejected
1887,0,Not Graduate,Yes,218243.0,26032746,10,354.0,8689884.0,8197404,12548420,14129357,Rejected
1888,1,Not Graduate,Yes,3802147.0,1053997,8,794.0,16317216.0,12408646,4942031,5361668,Approved
1889,4,Graduate,No,8393858.0,25540816,16,717.0,28022605.0,2491993,2565031,3908850,Approved
1890,5,Not Graduate,Yes,7172305.0,6864969,16,747.0,6030112.0,12680455,6217006,4751507,Approved
1891,0,Graduate,No,1086801.0,10995586,10,637.0,10188233.0,16946474,23983402,9633458,Approved
1892,2,Graduate,Yes,9853142.0,28960396,16,576.0,28414045.0,10970316,22635452,2033325,Approved
1893,4,Not Graduate,No,9291973.0,6170128,12,309.0,17595146.0,15407314,20253097,3623886,Rejected
1894,1,Not Graduate,No,7535677.0,2793033,20,640.0,1185051.0,6718829,21070909,14136642,Approved
1895,3,Not Graduate,No,846868.0,31666107,12,403.0,1498355.0,9361173,23436482,5929346,Rejected
1896,4,Graduate,Yes,887703.0,22488871,8,644.0,15910337.0,804303,22417974,10948502,Approved
1897,3,Graduate,Yes,2208063.0,32216447,20,669.0,3189718.0,14023374,21143088,6319496,Approved
1898,1,Graduate,Yes,5085636.0,10019215,6,497.0,21146177.0,375105,6687337,5125770,Approved
1899,2,Graduate,Yes,6770559.0,23243780,18,313.0,12630814.0,12900709,19883085,8724142,Rejected
1900,4,Not Graduate,No,708102.0,11618971,10,637.0,20537558.0,16106182,23587744,5738236,Approved
1901,3,Not Graduate,No,4559509.0,11115999,20,841.0,9512951.0,1607848,20673592,3530743,Approved
1902,0,Not Graduate,No,4615130.0,21989168,20,756.0,13692731.0,1374198,10746536,8711417,Approved
1903,4,Graduate,No,5494030.0,13317033,8,825.0,27296298.0,4450819,19698039,6754731,Approved
1904,0,Not Graduate,No,8545900.0,14656355,12,735.0,8344871.0,14301281,16144759,7045488,Approved
1905,4,Graduate,No,8424793.0,5823137,8,665.0,2583554.0,6460127,15658702,908264,Approved
1906,1,Not Graduate,No,5080539.0,29965133,12,700.0,3518088.0,5909058,14920451,14741388,Rejected
1907,5,Graduate,No,8744726.0,7456375,20,873.0,6194137.0,18833033,18498323,4289159,Approved
1908,2,Graduate,No,4388579.0,31660634,16,781.0,10469081.0,6298440,16527732,4834750,Approved
1909,1,Not Graduate,No,2826186.0,11936591,16,409.0,11044527.0,16687504,17883992,3042325,Rejected
1910,0,Not Graduate,Yes,8995041.0,25264212,12,705.0,25891785.0,2364890,23504546,13240869,Approved
1911,1,Graduate,Yes,2622480.0,31846656,2,608.0,8599653.0,11727668,129267,3830298,Rejected
1912,5,Graduate,No,4483202.0,28132311,2,459.0,26768151.0,11787587,12606201,14478617,Rejected
1913,5,Not Graduate,Yes,1028267.0,9217033,6,354.0,27709011.0,4028784,1187636,2884886,Rejected
1914,2,Graduate,No,3092717.0,8437887,4,555.0,27700819.0,9291615,11435316,4912247,Approved
1915,2,Graduate,No,8104853.0,22934235,2,833.0,12838186.0,17876362,7301752,994556,Approved
1916,4,Graduate,Yes,3784324.0,7028828,2,721.0,16349927.0,12962347,24741973,5212006,Approved
1917,5,Graduate,Yes,1440521.0,35741923,12,563.0,5606451.0,13553339,22065250,4796382,Rejected
1918,3,Not Graduate,No,2560532.0,38805747,14,532.0,6739007.0,3732421,12323189,13830620,Rejected
1919,2,Not Graduate,No,9480521.0,2395316,16,532.0,10588352.0,16050164,7400181,9356352,Approved
1920,2,Not Graduate,Yes,2425509.0,19995554,6,816.0,16093755.0,960109,20125577,14163260,Rejected
1921,4,Not Graduate,No,7945219.0,9236259,2,344.0,21532007.0,4296095,13279856,13750445,Approved
1922,0,Graduate,No,824109.0,29415069,10,857.0,26219293.0,6936342,20836434,12269443,Approved
1923,3,Graduate,No,3029534.0,32258446,16,735.0,13330797.0,4880489,2647616,6512030,Approved
1924,2,Graduate,Yes,6876147.0,34742954,8,634.0,28844770.0,120996,10346496,2942211,Approved
1925,4,Graduate,No,7470249.0,22056858,4,703.0,8609141.0,8096865,954777,12474440,Approved
1926,0,Graduate,Yes,553126.0,24809317,18,463.0,1354304.0,10388479,7909147,11240526,Rejected
1927,3,Not Graduate,No,3865056.0,23687230,18,555.0,,16345078,18297939,11813931,Approved
1928,2,Not Graduate,No,1030623.0,18303916,6,365.0,20330164.0,4274506,9481114,1016552,Rejected
1929,3,Graduate,No,4643830.0,12915603,14,387.0,25987365.0,3130737,19900955,4983810,Approved
1930,0,Not Graduate,No,8904864.0,12824035,2,539.0,3663175.0,18857401,2742651,14469562,Approved
1931,3,Not Graduate,No,2308551.0,31974532,16,610.0,5805094.0,1905783,18678558,5498958,Rejected
1932,3,Not Graduate,No,4406989.0,14510473,16,870.0,,13057876,22012846,13819256,Approved
1933,3,Not Graduate,Yes,6841377.0,16949188,6,557.0,22922769.0,870698,9309574,3002036,Approved
1934,3,Not Graduate,No,7282375.0,15246091,10,857.0,21096331.0,15008599,18724319,1734794,Approved
1935,4,Not Graduate,No,5342633.0,24973248,8,813.0,11992935.0,18598594,11584815,6936453,Approved
1936,4,Not Graduate,Yes,4322188.0,22079497,14,733.0,2538615.0,14225350,1499830,1477422,Approved
1937,1,Not Graduate,No,9032053.0,34134780,14,428.0,22666004.0,17037188,17755480,6581254,Approved
1938,4,Graduate,Yes,807508.0,9760452,16,625.0,3625211.0,5547956,9744518,5432178,Rejected
1939,2,Graduate,Yes,5748142.0,36200146,10,316.0,12939607.0,14209470,161235,7878509,Rejected
1940,0,Not Graduate,Yes,,27001523,10,641.0,13839268.0,19134943,1276264,10392247,Rejected
1941,0,Graduate,No,1852810.0,33235211,16,,17109298.0,10450719,12302904,9670394,Rejected
1942,2,Graduate,No,846157.0,22048790,10,476.0,5503272.0,3845377,6995058,3132118,Rejected
1943,4,Not Graduate,No,4147265.0,38168491,2,656.0,792184.0,11679094,19955897,13918284,Approved
1944,4,Graduate,No,5282300.0,8523404,6,794.0,136587.0,3214762,10183133,3913627,Approved
1945,4,Not Graduate,No,5099179.0,18416372,4,334.0,18697230.0,107620,12857344,14806172,Rejected
1946,3,Not Graduate,No,2671312.0,11301165,20,706.0,21244620.0,18485869,16149447,10418705,Approved
1947,2,Not Graduate,Yes,3068045.0,22024565,10,309.0,4147415.0,13898486,2595356,8976214,Rejected
1948,0,Graduate,No,,33203197,16,830.0,7326316.0,10585922,10120935,2536667,Approved
1949,1,Graduate,Yes,4157127.0,34316790,18,834.0,27951124.0,1463649,4204181,13489736,Approved
1950,2,Not Graduate,No,1040720.0,29120996,18,394.0,24840084.0,18319825,2057183,10814452,Rejected
1951,0,Not Graduate,Yes,324939.0,19084830,2,875.0,19474052.0,8038932,15277479,5869757,Approved
1952,1,Not Graduate,No,4683070.0,27399356,2,749.0,12556318.0,8177630,625341,500586,Rejected
1953,3,Graduate,Yes,3915217.0,6678298,2,519.0,12670497.0,5340640,22933773,13848837,Approved
1954,4,Graduate,Yes,1789214.0,8469437,2,395.0,14397138.0,14771319,4423415,9959567,Rejected
1955,5,Not Graduate,No,7326597.0,26066481,18,680.0,12373895.0,397447,2329473,8556004,Approved
1956,5,Graduate,No,5584176.0,35129564,2,506.0,12687900.0,793953,18402630,10357013,Rejected
1957,3,Not Graduate,No,336537.0,19575072,14,545.0,12816318.0,14613561,12804290,7133997,Rejected
1958,2,Graduate,No,3166002.0,7942150,12,809.0,18871672.0,11396007,14524284,1664701,Approved
1959,3,Graduate,No,297739.0,2783196,18,382.0,18378381.0,4992085,524366,13205142,Rejected
1960,4,Graduate,No,7764584.0,27605424,18,616.0,,16285696,10039146,3624852,Approved
1961,0,Graduate,No,3925230.0,14725858,8,404.0,8078021.0,13082700,11617377,5654834,Rejected
1962,2,Not Graduate,No,,36133769,18,669.0,20802846.0,11017659,14535469,2830207,Rejected
1963,4,Not Graduate,No,6101184.0,27667238,12,880.0,19162557.0,5786180,21979582,6236766,Approved
1964,2,Graduate,No,3370064.0,21999051,10,479.0,4069539.0,17279123,6230138,7920165,Rejected
1965,3,Not Graduate,No,6294518.0,1029525,18,899.0,26702511.0,11846205,4396641,4795547,Approved
1966,3,Graduate,Yes,6323637.0,2447086,14,382.0,6567427.0,12060172,13765283,9875755,Approved
1967,1,Not Graduate,Yes,7585452.0,33133526,18,831.0,1154278.0,10051769,19670573,10307930,Rejected
1968,2,Graduate,No,682974.0,22679444,10,800.0,13900468.0,18542338,15384934,13014438,Approved
1969,2,Not Graduate,No,8129991.0,7390757,8,647.0,19383457.0,7732513,1246949,5345705,Approved
1970,0,Not Graduate,Yes,831884.0,4215995,20,571.0,23899529.0,18552733,11961124,3031081,Approved
1971,0,Not Graduate,No,9401487.0,3651555,6,630.0,24865530.0,12471716,24327923,8829243,Approved
1972,4,Not Graduate,No,4529409.0,17788874,10,868.0,339169.0,12478659,11212305,6124157,Approved
1973,1,Not Graduate,Yes,3270508.0,5625089,18,688.0,26850469.0,11755553,12405418,9848632,Approved
1974,3,Not Graduate,No,7560529.0,30791003,6,436.0,25492451.0,4595359,20354919,14487647,Rejected
1975,1,Not Graduate,No,4597458.0,18695013,2,660.0,20986228.0,9922132,17840331,6610182,Approved
1976,5,Not Graduate,No,2240012.0,8240899,4,581.0,697696.0,7194472,4497041,9882418,Approved
1977,1,Not Graduate,No,3061379.0,38189378,20,501.0,11336709.0,10340759,15380446,13775584,Rejected
1978,2,Graduate,No,8732562.0,20885190,10,830.0,27309979.0,12166920,21620922,1891053,Approved
1979,5,Not Graduate,No,1204824.0,36041761,6,315.0,13049259.0,7312680,20047993,13569286,Rejected
1980,5,Graduate,No,4319717.0,13230895,12,867.0,6194106.0,13169176,1895773,9129547,Approved
1981,1,Not Graduate,No,9574962.0,31640480,16,413.0,362221.0,7874595,13345891,6537870,Rejected
1982,4,Graduate,No,5692600.0,11463706,12,367.0,18749486.0,8947069,1212699,8374586,Rejected
1983,2,Not Graduate,No,9434910.0,16848617,20,889.0,5654967.0,17607260,13058431,9119088,Approved
1984,2,Graduate,No,8803971.0,10264038,18,329.0,25370992.0,18366040,18794026,9399892,Approved
1985,0,Graduate,Yes,2492262.0,10337961,12,818.0,21276328.0,790970,15036192,155531,Approved
1986,0,Graduate,Yes,2222206.0,3346352,10,321.0,,10273954,11488129,2118907,Approved
1987,4,Not Graduate,Yes,1490879.0,23965900,8,730.0,20783838.0,5271589,24555706,7738700,Approved
1988,2,Graduate,Yes,2725817.0,10912491,4,329.0,21578719.0,6720118,3619847,7230183,Rejected
1989,2,Graduate,No,7454330.0,39195694,12,709.0,20229617.0,10653394,18547311,11083177,Approved
1990,4,Not Graduate,No,,27773650,4,348.0,3511076.0,14465124,2654752,12007718,Rejected
1991,4,Not Graduate,No,9318596.0,38482687,10,624.0,3781775.0,2383728,18095522,2095934,Rejected
1992,0,Graduate,No,1320494.0,3650175,2,787.0,27016936.0,3576314,1917841,7502465,Approved
1993,3,Graduate,No,635926.0,29367378,6,597.0,14568085.0,19343538,20269551,12566812,Approved
1994,0,Graduate,No,4579427.0,3467857,20,480.0,10130690.0,2746651,3601343,9413948,Approved
1995,4,Not Graduate,No,4586015.0,18156637,10,421.0,21887819.0,8368055,16101275,6914559,Rejected
1996,3,Graduate,No,,8768057,14,423.0,10107991.0,495970,1459923,240623,Rejected
1997,5,Graduate,No,9446232.0,8683589,16,752.0,16074509.0,8877959,5257900,2969628,Approved
1998,0,Graduate,No,529132.0,20356689,14,565.0,20404576.0,1256744,467987,6483237,Approved
1999,0,Graduate,Yes,5723730.0,11020429,14,327.0,8143240.0,5132149,2418819,14388230,Rejected
2000,1,Not Graduate,No,7943110.0,5107771,4,558.0,22366120.0,15734709,8201507,11112989,Approved
2001,1,Graduate,No,9385259.0,4070038,12,376.0,12667903.0,2503661,8976373,1763542,Approved
2002,1,Graduate,Yes,7250305.0,23828652,10,731.0,5438003.0,2195734,6647020,389746,Approved
2003,5,Graduate,No,8010639.0,26099018,18,334.0,24981164.0,3770911,9115212,4992951,Rejected
2004,1,Graduate,No,7996134.0,9265826,20,735.0,6166663.0,5104265,9003230,7250134,Approved
2005,1,Graduate,Yes,325312.0,28252944,8,413.0,17008618.0,3783998,12259763,11826339,Approved
2006,4,Not Graduate,No,4499198.0,15917257,14,361.0,19179293.0,10045634,16971389,1895593,Rejected
2007,2,Not Graduate,No,883284.0,19871852,16,351.0,22487309.0,16552739,14580774,6727900,Rejected
2008,4,Not Graduate,No,8195515.0,33427019,12,415.0,22067855.0,3119196,21606726,13439999,Rejected
2009,0,Not Graduate,No,3679317.0,22196611,6,346.0,751498.0,11108909,16020688,3263747,Rejected
2010,2,Not Graduate,No,4304066.0,4545842,10,737.0,11422738.0,18134042,12142697,7272147,Approved
2011,0,Graduate,No,7516637.0,6005595,2,711.0,2295836.0,13176222,11242123,14715140,Approved
2012,0,Not Graduate,No,2052119.0,6300715,16,400.0,1228885.0,14533306,8604920,4966189,Rejected
2013,5,Not Graduate,No,2407532.0,9233139,4,578.0,12923017.0,19302557,10471418,5103434,Rejected
2014,0,Not Graduate,Yes,2759574.0,24016753,20,406.0,20055545.0,12567019,20669045,13975169,Rejected
2015,3,Not Graduate,No,974079.0,21173141,14,334.0,14117831.0,7882696,12025693,4264959,Rejected
2016,2,Graduate,No,7817205.0,14525007,18,658.0,26012522.0,2489238,3921249,8803944,Approved
2017,2,Not Graduate,No,6507249.0,18200440,2,301.0,17457528.0,2575571,24586709,5308981,Rejected
2018,5,Not Graduate,No,2272934.0,14121427,8,791.0,17459576.0,9769783,7827720,454251,Approved
2019,0,Not Graduate,No,5753130.0,28160042,14,571.0,349107.0,7526230,18472587,2923991,Rejected
2020,3,Graduate,No,2644958.0,17414837,18,443.0,873929.0,3924753,1897935,10628922,Rejected
2021,5,Graduate,No,,24996819,4,734.0,17081814.0,16221151,3660612,2671870,Approved
2022,3,Graduate,Yes,4871651.0,12422477,4,750.0,23587114.0,3223662,52050,14673173,Approved
2023,5,Not Graduate,No,8982184.0,17079916,12,865.0,14666187.0,7953224,1391376,1732142,Approved
2024,0,Graduate,No,8298644.0,25321670,6,527.0,6258345.0,1202378,13433365,7123589,Rejected
2025,2,Graduate,No,8669490.0,3330490,8,844.0,15440403.0,9884736,3450786,5528599,Approved
2026,1,Not Graduate,No,5294594.0,13132038,6,513.0,18062544.0,3425440,326000,6755292,Rejected
2027,4,Graduate,Yes,8377372.0,37732140,2,547.0,12734946.0,8619652,20034234,10276272,Rejected
2028,5,Not Graduate,No,2960330.0,10649994,12,707.0,21643398.0,6292027,13669870,11903967,Approved
2029,1,Graduate,No,1712447.0,35194695,4,352.0,1936314.0,1592986,16800689,12481140,Rejected
2030,3,Not Graduate,Yes,8044505.0,22230098,4,875.0,21152848.0,11132059,3309721,3946222,Approved
2031,1,Not Graduate,Yes,6062541.0,2588897,14,613.0,17732694.0,3926188,20306539,1092061,Approved
2032,3,Not Graduate,Yes,1763455.0,21300564,10,673.0,13289991.0,19128627,15440187,1267181,Rejected
2033,2,Not Graduate,No,5899575.0,39001145,16,336.0,17906238.0,15397313,1471787,7088509,Rejected
2034,5,Graduate,No,4791838.0,35410942,4,823.0,19327796.0,5169213,15146953,3076914,Approved
2035,3,Graduate,No,9495651.0,1026844,20,383.0,3238517.0,13884788,13837366,22901,Approved
2036,2,Graduate,No,1438297.0,32510047,16,393.0,11797021.0,6444491,13697802,10725928,Rejected
2037,0,Not Graduate,No,6141309.0,6675181,14,714.0,10437490.0,17928666,7779638,5151481,Approved
2038,0,Not Graduate,Yes,2506894.0,27851132,20,641.0,1175405.0,8600956,21647513,11037784,Rejected
2039,1,Graduate,No,9486726.0,3019025,16,849.0,16806212.0,290508,20762496,5220443,Approved
2040,1,Not Graduate,No,276377.0,3467422,6,720.0,18022482.0,7411259,8691187,8045648,Rejected
2041,5,Graduate,No,8942423.0,9388356,16,647.0,27048908.0,1031310,7419875,3765889,Approved
2042,3,Not Graduate,No,4537803.0,27399592,12,886.0,4012305.0,13112326,10064372,4119130,Approved
2043,3,Not Graduate,No,3779195.0,31970720,4,427.0,7822877.0,17043122,6823101,11348067,Rejected
2044,0,Graduate,No,5673619.0,33711065,12,451.0,18917945.0,14420706,5835257,3204685,Rejected
2045,5,Graduate,No,5379093.0,3687858,10,821.0,8345226.0,18155014,4223124,12277290,Approved
2046,4,Graduate,No,9234255.0,25772359,6,337.0,3526294.0,5583373,18953875,5543034,Approved
2047,0,Not Graduate,Yes,7901020.0,28717410,2,726.0,9310795.0,5914657,13915820,2427679,Approved
2048,4,Not Graduate,No,8923922.0,26880743,14,404.0,16452103.0,10940281,12923472,13643147,Rejected
2049,3,Graduate,No,5256886.0,13846204,4,464.0,19997803.0,9977766,12089934,2433046,Approved
2050,0,Graduate,Yes,7288170.0,27067089,2,843.0,14773761.0,8456943,20683072,3787407,Approved
2051,2,Graduate,Yes,9237031.0,6164932,2,511.0,8952011.0,12824160,4151867,9433003,Approved
2052,2,Not Graduate,Yes,8708627.0,17660115,14,825.0,15197302.0,5053195,10318274,6068742,Approved
2053,0,Not Graduate,No,3560377.0,35177354,2,431.0,1532710.0,18319997,8670814,7130388,Rejected
2054,5,Graduate,No,3669794.0,5213032,18,451.0,5535206.0,3152666,1128247,12693177,Approved
2055,5,Not Graduate,No,3614057.0,36993010,12,395.0,6504992.0,4411797,17182847,5061726,Rejected
2056,3,Not Graduate,No,387461.0,29895019,8,802.0,21631719.0,6466449,13438585,7218070,Approved
2057,2,Graduate,No,5176494.0,28086468,8,821.0,27825080.0,12194084,3640606,1310077,Approved
2058,2,Graduate,No,1528143.0,17896783,10,673.0,11222582.0,13047686,21766996,9119675,Approved
2059,3,Not Graduate,Yes,7591300.0,11922457,4,315.0,9900732.0,14880315,14848086,5800312,Approved
2060,3,Not Graduate,No,7652724.0,25579768,10,317.0,5458784.0,9983843,14307197,8207384,Rejected
2061,0,Graduate,No,7974892.0,36208140,4,708.0,12064430.0,18180179,17732688,3053858,Approved
2062,3,Graduate,Yes,8232178.0,35541061,8,306.0,21661422.0,10592862,12554773,10249442,Rejected
2063,4,Graduate,No,2654497.0,27626511,20,544.0,14218491.0,7391539,22277371,2532524,Rejected
2064,2,Not Graduate,No,4385466.0,9096721,10,893.0,8119811.0,11036923,3561661,10643078,Approved
2065,0,Graduate,Yes,8410208.0,19553840,12,428.0,18254281.0,17805491,1110839,13393348,Approved
2066,4,Graduate,Yes,6609678.0,9180186,12,754.0,22000959.0,19316307,21028437,14368031,Approved
2067,1,Not Graduate,Yes,7366478.0,21738566,18,885.0,23520300.0,5066664,431587,8519476,Approved
2068,1,Not Graduate,No,4096998.0,4347633,8,870.0,16297488.0,13453737,20124026,7253060,Approved
2069,0,Graduate,No,7662974.0,7753088,10,371.0,13627398.0,8056293,7872967,11676952,Approved
2070,2,Graduate,No,4938168.0,37277779,12,459.0,6590085.0,17272469,2504558,1059678,Rejected
2071,4,Not Graduate,Yes,8799534.0,35603273,8,386.0,8328808.0,12864790,16757053,6356947,Rejected
2072,3,Graduate,No,8522063.0,4574174,12,700.0,21324915.0,8436336,12007757,14965077,Approved
2073,1,Graduate,No,6168805.0,10909596,4,761.0,8310963.0,11470752,11108581,7762789,Approved
2074,5,Not Graduate,Yes,2738804.0,5000938,14,828.0,26465901.0,9342590,11295383,8095052,Approved
2075,5,Graduate,No,6101014.0,4587118,6,388.0,1076787.0,11790376,20706069,3426022,Approved
2076,5,Not Graduate,No,2445196.0,38040980,20,305.0,881814.0,18531997,23451098,14243201,Rejected
2077,1,Not Graduate,No,345120.0,31055133,8,895.0,27985804.0,7895086,2528155,5646652,Approved
2078,2,Graduate,Yes,5541788.0,36702991,18,383.0,16870644.0,6991331,9807614,12349320,Rejected
2079,5,Graduate,Yes,2668020.0,4034414,10,549.0,23543880.0,16939576,4518333,3510017,Approved
2080,4,Not Graduate,No,8826349.0,14939600,18,715.0,2239892.0,7931630,14320982,1100972,Approved
2081,0,Not Graduate,No,7620257.0,2898230,20,371.0,20778568.0,2087253,5398852,1524255,Approved
2082,0,Not Graduate,No,7666202.0,23465354,20,411.0,16639765.0,37432,13615980,7220423,Approved
2083,2,Not Graduate,No,4874874.0,33406737,20,471.0,6161589.0,13916129,11750992,8957519,Rejected
2084,5,Graduate,No,9473777.0,2554651,20,572.0,,18116219,6282535,3831648,Approved
2085,3,Not Graduate,No,4976194.0,18235418,12,829.0,21282661.0,19249109,12116548,3291210,Approved
2086,2,Graduate,No,4421486.0,22789884,16,618.0,16985366.0,4890776,11214006,1529759,Approved
2087,0,Graduate,No,1194877.0,17796266,10,381.0,7045515.0,15455486,14381894,7791367,Rejected
2088,3,Graduate,No,5752083.0,36227788,10,374.0,21471267.0,15639256,13756167,12599263,Rejected
2089,4,Graduate,No,5181129.0,11979015,6,728.0,6401891.0,13576423,6518598,2655828,Approved
2090,2,Not Graduate,No,4537432.0,7609598,14,759.0,18101208.0,16584271,8905813,10719448,Approved
2091,4,Graduate,No,4849003.0,36539432,4,645.0,17094558.0,10836518,3190315,10500728,Rejected
2092,5,Graduate,No,515050.0,9932469,6,548.0,12422230.0,14587901,10808101,8725011,Rejected
2093,1,Graduate,Yes,9603869.0,7205354,4,686.0,1793082.0,5494926,24027907,12284352,Approved
2094,3,Not Graduate,No,7888466.0,29852976,16,662.0,14486809.0,18902050,9503647,6332052,Approved
2095,1,Not Graduate,No,2580201.0,5722816,8,595.0,22187797.0,15834086,15974198,4832262,Approved
2096,4,Graduate,No,6187859.0,31265962,20,367.0,11176624.0,13990033,19213148,3621752,Rejected
2097,3,Graduate,No,4976149.0,22811846,16,737.0,24684614.0,9065373,17642427,714617,Approved
2098,3,Graduate,No,957624.0,20213607,16,831.0,9760389.0,10364014,17201210,10055640,Approved
2099,4,Not Graduate,No,7194117.0,12517906,16,432.0,351259.0,4625030,20655938,6865288,Approved
2100,2,Not Graduate,No,7100496.0,25919075,16,594.0,22288531.0,15507809,24236036,14067285,Approved
2101,5,Not Graduate,Yes,3786203.0,38060419,16,595.0,1510652.0,15226129,5033982,9997697,Rejected
2102,3,Not Graduate,No,8270193.0,36872050,18,332.0,11224358.0,298643,21150244,10477044,Rejected
2103,0,Graduate,No,9379614.0,27232008,4,673.0,11461223.0,18407933,18396638,2061458,Approved
2104,4,Not Graduate,No,5793315.0,8330944,18,331.0,2900288.0,7249820,6806554,7735611,Rejected
2105,4,Not Graduate,No,3079414.0,12732557,16,854.0,14807615.0,15092040,8419852,5470661,Approved
2106,1,Graduate,Yes,7465736.0,9014317,20,604.0,28802353.0,4365882,3604893,11361466,Approved
2107,5,Graduate,No,9594324.0,13918827,2,407.0,16370130.0,13556399,4223690,2745668,Approved
2108,5,Not Graduate,No,8875489.0,27015556,10,395.0,26940634.0,14159019,4216616,4489533,Approved
2109,1,Not Graduate,Yes,1796254.0,28725162,4,365.0,21954122.0,10188171,1525726,3824009,Rejected
2110,5,Graduate,No,1340188.0,5194627,20,820.0,13772911.0,8602537,9283023,11481466,Approved
2111,0,Not Graduate,No,2711648.0,28027419,10,529.0,24755825.0,5524435,17031950,14426816,Rejected
2112,1,Not Graduate,Yes,5672441.0,30712236,16,657.0,2335002.0,1394660,10746756,8370969,Rejected
2113,1,Graduate,Yes,5726061.0,32171229,18,701.0,8099397.0,15395550,5775886,13645273,Approved
2114,5,Graduate,No,2416381.0,3882058,18,398.0,6689848.0,6096822,4259840,11652795,Approved
2115,3,Graduate,No,3779520.0,19646602,2,570.0,1329537.0,2680302,24486158,10282001,Rejected
2116,0,Not Graduate,No,430205.0,26737689,14,661.0,2682595.0,17279597,19135419,5204794,Approved
2117,2,Graduate,No,6587798.0,13182631,16,463.0,13795364.0,3146986,15877167,872596,Approved
2118,3,Graduate,No,7258680.0,1355962,20,827.0,7616340.0,5348236,21542886,11516939,Approved
2119,0,Not Graduate,No,7892104.0,18226036,6,468.0,27559134.0,16534566,21875527,957157,Approved
2120,5,Not Graduate,No,2849527.0,11698245,12,320.0,2581293.0,10265818,15849844,13806029,Rejected
2121,4,Graduate,No,3848768.0,22486439,6,839.0,6437664.0,6376129,18808533,2489968,Approved
2122,3,Graduate,Yes,4351061.0,36656754,18,894.0,10220700.0,15335380,6158874,425119,Approved
2123,5,Graduate,No,8271605.0,4638514,6,696.0,7990669.0,14216365,12987898,12914598,Approved
2124,2,Not Graduate,No,7144318.0,14078206,4,335.0,26282740.0,14842568,20429469,9383650,Rejected
2125,5,Not Graduate,Yes,2113587.0,24970348,18,794.0,219820.0,15807277,5343179,13200336,Approved
2126,3,Graduate,No,1657955.0,24506206,16,613.0,3461461.0,19366755,8261113,10859190,Approved
2127,3,Not Graduate,No,8525916.0,6343940,16,789.0,1536591.0,4583536,2218049,13810230,Approved
2128,0,Not Graduate,No,9854596.0,23230462,4,575.0,23737562.0,17317742,18364402,2839074,Approved
2129,5,Not Graduate,No,2333916.0,23719084,12,532.0,10202024.0,2894763,24102963,6604879,Approved
2130,2,Not Graduate,No,5928878.0,37740481,10,735.0,25283648.0,14710857,5937125,2478597,Approved
2131,0,Graduate,No,6684654.0,16243970,4,305.0,13102942.0,4202308,21029333,14169726,Rejected
2132,0,Graduate,Yes,5641176.0,28628046,10,834.0,11987893.0,13745950,8266064,2257987,Approved
2133,3,Not Graduate,No,8897807.0,4909091,8,543.0,10529051.0,12445207,21962530,13421245,Approved
2134,3,Not Graduate,No,7749144.0,38345366,18,540.0,22004790.0,4411888,9061107,1630451,Rejected
